"A","B","A->B","B->A"
"Intercollegiate Athletes","Intercollegiate Soccer","False","True"
"Applied Linguistics","Intro to Applied Linguistics","False","True"
"Healthcare Administration","Hospital and Health Administration","False","True"
"Introductory Science","Intro to Natural Sciences","False","True"
"Pain Management","Rehabilitation Management of Pain","False","True"
"Visual Studies","Visual Studies I","False","True"
"career development","Life and Career Development","False","True"
"climate justice","Climate Change, Cities, and Justice","False","True"
"Computational Sociology","Field of Sociology","False","True"
"Sustainability Seminar","First-Year Seminar in Science and Sustainability","False","True"
"Adventure Therapy","Adventure-Based Recreational Therapy","False","True"
"Language Arts","Teaching the Language Arts","False","True"
"World Literature","World Literature (Literature and Global)","False","True"
"cosmetology","Orientation to Cosmetology","False","True"
"Italian Morphology","Elementary Italian Language II (Italian)","False","True"
"Geometric Modeling","Geometry With Geometric Software","False","True"
"animal husbandry","Anatomy of Farm and Companion Animals I","False","True"
"female athletics","Ntercollegiate Athletics - Sports - Women","False","True"
"computational algebra","Mathematics of Computing","False","True"
"Mathematical Communication","Mathematics: Composition and Communication","False","True"
"executive mba program","MBA Public Admin Internship","False","True"
"Administrative Law","Administrative Law and Ethics","False","True"
"government administration","Election Administration","False","True"
"Art History and Criticism","Art Criticism","False","True"
"Gifted Child Education","Introduction to Gifted and Talented Education","False","True"
"Sustainability Seminar","Seminar in Environmental Science and Sustainability","False","True"
"computational algebra","Computer Algebra and Programming","False","True"
"accounting","Accounting III","False","True"
"Gifted Child Education","Curriculum for Gifted","False","True"
"Food Preparation","Principles of Food Preparation","False","True"
"Addictions","Addiction Disorders","False","True"
"Biomanufacturing","Special Topics in Biotech","False","True"
"Aboriginal Studies","Indigenous Ecologies","False","True"
"art humanities","Introduction to Humanities and the Arts","False","True"
"Information Management","Data and Information Management","False","True"
"climate studies","Climate Studies Lab","False","True"
"Sports Medicine","Sports Medicine Clinical","False","True"
"Brand Strategy","Strategic Brand Management","False","True"
"Stage Combat","Topics in Stage Combat","False","True"
"Dendrochronology","Dendrology: A Study of Trees, Shrubs, and Lianas","False","True"
"Nervous System","Neurobiology of the Social Nervous System","False","True"
"Agricultural Science","Research in Agriculture","False","True"
"Public Health Informatics","Public Health Informatics: The Role of Data","False","True"
"Agricultural Science","Curriculum for Agricultural Science Education","False","True"
"English Semantics","Lexical Semantics","False","True"
"Industrial Hygiene","Industrial Health and Hygiene","False","True"
"Agricultural Engineering","Introduction to Agricultural Engineering Technology","False","True"
"Buddhist Meditation","Introduction to Buddhism: Mind and Meditation","False","True"
"Climate Change Policy","Climate Science and Policy","False","True"
"Cybersecurity Administration","Cybersecurity Master of Science","False","True"
"Blues Music Theory","Exploring the Blues","False","True"
"Vascular Surgery","Vascular Procedures I","False","True"
"Developed Speech Disorder","Acquired Motor Speech Disorders","False","True"
"Gifted Child Education","Teaching Gifted Learners","False","True"
"Performance Measurement","Performance Analysis","False","True"
"Mathematical Education","The Teaching of Mathematics","False","True"
"animated art","Animation/Illustration I","False","True"
"Blues Music Theory","Roots of Blues, Rock, Country","False","True"
"Aboriginal Studies","Indigenous Cultures","False","True"
"Administrative Law","Public Administration and Administrative Law","False","True"
"Gender Studies","Gender Studies Independent Project","False","True"
"Nutritional Biochemistry","Biochemistry Nutrition","False","True"
"Visual Studies","Visual Analysis","False","True"
"american government","American State Government","False","True"
"Climate Change Policy","Climate Change Law and Policy","False","True"
"Landscape Archaeology","Introduction to Landscape Archaeology and Cultural Landscapes","False","True"
"Statistics for The Behavioral Sciences","Statistics for the Behavioral Sciences Laboratory","False","True"
"Science Pedagogy","Physical Science: Content and Pedagogy","False","True"
"Art Foundations","Foundations of Art and Design","False","True"
"government administration","Administration of Public Affairs","False","True"
"computational algebra","Mathematics of Computer Science","False","True"
"Matrix Geometry","Matrix Computations","False","True"
"Sacred Activism","Social Activism","False","True"
"animated art","Animation II (Art)","False","True"
"Computational Sociology","Community Sociology","False","True"
"Digital Communications","Digital Communications Engineering","False","True"
"Mathematical Education","Mathematics for Education I","False","True"
"Social Policy","Social Policy Analysis","False","True"
"training and development","Essentials of Training and Development","False","True"
"clinical diagnostics","Clinical Diagnosis","False","True"
"Scientific Math","Mathematical Biology","False","True"
"Nutritional Biochemistry","Introduction to Nutritional Biochemistry","False","True"
"acute care","Acute Care-Internal Medicine Practice","False","True"
"Nervous System","Central Nervous System Module","False","True"
"ESL Teaching Methodologies","Methodsfor Teaching ESL in the Classroom","False","True"
"architectural design","Elements and Principles of Architectural Design","False","True"
"aerospace","Aerospace Design I","False","True"
"Climate Change Policy","Climate Change Policy and Environmental Security","False","True"
"Food Safety","Produce Food Safety","False","True"
"Climate Change Policy","CLIMATE CHANGE SCIENCE and POLICY","False","True"
"Credit Risk Analysis","Credit and Financial Statement Analysis","False","True"
"Sustainability Seminar","Environmental Sustainability Seminar","False","True"
"Activism and Social Change","Social Movements, Protest, and Policy/Political Change","False","True"
"tutoring","Tutor Training: Advanced","False","True"
"Monetary Economics","Monetary and International Economics","False","True"
"Adventure Therapy","Introduction to Adventure Therapy","False","True"
"biology laboratory","Biology 1 Laboratory","False","True"
"Contemporary Art Theory","Contemporary Art, Design, and Theory","False","True"
"Politics","Politics in America","False","True"
"Business Law","Corporate and Business Law","False","True"
"Differentiated Math Instruction","Differentiating Mathematics Instruction","False","True"
"Optimization","Optimization I","False","True"
"Administrative Law","Administrative Law and Policy","False","True"
"Sound Arts","Audio Arts Production IV","False","True"
"Leadership Development","Human Leadership Development","False","True"
"animal ethics","Animal Ethics and Service","False","True"
"food chemistry","Food Chemistry I","False","True"
"Architectural Design","Architectural Research","False","True"
"Leadership Development","Leadership Development Studies","False","True"
"Administrative Law","Public and Administrative Law","False","True"
"World History and Geography","World Geography","False","True"
"Digital Marketing","Digital Marketing Fundamentals","False","True"
"food chemistry","Chemistry of Foods","False","True"
"Aeronautical Design","Introduction to Aeronautical Management Technology","False","True"
"Performance Measurement","Performance Measurement and Control Systems Perspective","False","True"
"Business Law","Business Government Law","False","True"
"Talent Management","Talent Strategy","False","True"
"Stage Combat","Stage Movement and Combat","False","True"
"clinical diagnostics","Clinical Assessment and Diagnostics","False","True"
"Pilgrimage","World Religion and Pilgrimage","False","True"
"Art Therapy And Mental Health","Art Therapy in Counseling","False","True"
"Neural Networks","Deep Learning Neural Networks","False","True"
"Agricultural Science","Agriculture Technology","False","True"
"animal husbandry","Animal Handling","False","True"
"Clinical Data Analysis","Data Analysis for Clinical and Administrative Decision Making","False","True"
"Retreat","Retreat: Project Management","False","True"
"Algebra","Applied Algebra","False","True"
"Mathematical Education","Mathematics Education: Secondary","False","True"
"Government Systems","Government Information Systems","False","True"
"Basic French","Basic French Reading I","False","True"
"Process Control","Process Control and Improvement","False","True"
"Gender Studies","Gender Studies Colloquium","False","True"
"Assessment Strategies","Methods of Assessment","False","True"
"Art Foundations","Art Foundations II","False","True"
"Climate Change Policy","Climate Change Adaptation Policy and Practice","False","True"
"2D Design","2D Design II: Thematic Topics","False","True"
"Blues Music Theory","Black American Music Theory","False","True"
"Business Administration","Research: Business Administration","False","True"
"Sports Medicine","Foundations of Sports Medicine","False","True"
"Brand Strategy","Brand Strategy and Product Management","False","True"
"accessory design","Product Design II","False","True"
"Retail Marketing","Services Retailing and Marketing","False","True"
"Consumer Education","Consumer in the Market Place","False","True"
"Statistical Methods in Education","Statistical Analysis for Education Research","False","True"
"Drawing and Design","Drawing and Design I","False","True"
"food chemistry","Food Chemistry and Lab","False","True"
"Corporate Compliance","Governance and Compliance","False","True"
"Mathematical Education","Mathematics Education Methods","False","True"
"Talent Management","Talent Management and Development","False","True"
"female athletics","History of Women in Sports","False","True"
"Administrative Law","Administrative Law and Government Procedures","False","True"
"Food Preparation","Principles of Food Preparations","False","True"
"Leadership Development","Leadership Development IV","False","True"
"Matrix Geometry","Matrix Algebra","False","True"
"Art History and Criticism","Art Theory and Criticism","False","True"
"animated art","Animation I (Art)","False","True"
"Art Foundations","Foundations - Arts","False","True"
"ESL Teaching Methodologies","Methods of Teaching Esl/Be","False","True"
"Digital Systems","Fundamentals of Digital Systems","False","True"
"Adult Primary Care","Primary Health Care of Adults","False","True"
"career development","Employment and Career Development","False","True"
"Sacred Activism","Creative Activism","False","True"
"Algebra","Basic Algebra","False","True"
"acute care","Acute Care I","False","True"
"Italian Music","Italian","False","True"
"training and development","Training, Development, and Performance Management","False","True"
"Access Control","Identity and Access Management","False","True"
"Nervous System","Physiology of the Nervous System","False","True"
"tutoring","Tutoring Mathematics","False","True"
"Brand Strategy","Strategic Planning and Brand Strategy","False","True"
"Clinical Studies","Conducting Clinical Research","False","True"
"Cybersecurity Administration","Cybersecurity Practicum","False","True"
"architectural design","Principles of Architectural Design","False","True"
"accounting","Accounting and Finance","False","True"
"Consumer Education","Development in Consumer Education","False","True"
"Digital Marketing","Digital Marketing Communication","False","True"
"Gifted Child Education","Foundations of Gifted Education","False","True"
"Epidemiological Research","Epidemiology and Disease","False","True"
"Integration of Technology in Math","Integration Technology in Math Instruction","False","True"
"Advertising","Advertising Competition","False","True"
"Environmental Design","Environmental Engineering Design I","False","True"
"Nutritional Biochemistry","Biochemistry Metabolism and Nutrition","False","True"
"Art Foundations","Digital Art Foundations I","False","True"
"Process Control","Basic Process Controls","False","True"
"Process Control","Process Control and Monitoring","False","True"
"Body Mind Centering","The Body Mind Connection","False","True"
"building construction","Building Construction II","False","True"
"Optimization","Linear Optimization","False","True"
"Biomanufacturing","Fundamentals of Biomanufacturing","False","True"
"Talent Management","Essentials of Talent Management","False","True"
"Stochastic Process","Probability and Stochastic Processes Ii","False","True"
"executive mba program","MBA Accounting","False","True"
"Healthcare Operations","Health Care Business Operations","False","True"
"Differential Equations Instruction","Intro Differential Equations","False","True"
"Algebra","College Algebra A","False","True"
"Alchemy","Modern Alchemy: Chemistry for Non-Scientists","False","True"
"Aeronautical Design","Fundamentals of Aircraft Design","False","True"
"Video Editing","Editing for Film and Video","False","True"
"public affairs","Public Administration","False","True"
"Information Management","Information Management for Business","False","True"
"Leadership Development","Leadership Personnel Development","False","True"
"Agricultural Engineering","Agricultural Construction","False","True"
"Adolescent Development","Young Adolescent Growth and Development","False","True"
"Aboriginal Studies","Indigenous Education","False","True"
"Social Policy","American Social Policy","False","True"
"Assessment Strategies","Current Research in Assessment Strategies","False","True"
"Addictions","The Psychology of Addictions","False","True"
"Clinical Data Analysis","Health Care Data Analysis Techniques","False","True"
"computational algebra","Mathematics for Computing","False","True"
"Adolescent Development","Early Adolescent Development","False","True"
"Art Therapy And Mental Health","Art Therapy: An Introduction","False","True"
"agricultural economics","Economics in Agriculture","False","True"
"public affairs","Public Administration I","False","True"
"accounting","Accounting Concepts","False","True"
"Vascular Surgery","Vascular Surgery Virtual External Rotation","False","True"
"Italian Cuisine","Italian Food and Culture: National and Global Perspectives","False","True"
"climate justice","Climate Change and Climate Justice","False","True"
"Buddhist Philosophy","Chinese Buddhism","False","True"
"accounting","Accounting and Financial Management","False","True"
"Consumer Education","Consumer Finance","False","True"
"Brand Strategy","Brands, Organizations, and Strategies","False","True"
"Applied Linguistics","Introduction to Applied Linguistics","False","True"
"Sound Arts","Media Arts I","False","True"
"Language Arts","Language Arts for the Writer","False","True"
"Activism and Social Change","Social Movements, Protest and Change","False","True"
"Effective Speaking","Effective Speaking for the Undergraduate","False","True"
"College Composition","College Composition Recitation","False","True"
"Performance Measurement","Performance Monitoring and Evaluation","False","True"
"Administrative Law","Legislation and Administrative Law","False","True"
"Stage Combat","Stage Combat Workshop","False","True"
"Access Control","Security and Control","False","True"
"Performance Measurement","Performance Fundamentals","False","True"
"Combat","A History of Military Warfare","False","True"
"Healthcare Administration","Health Systems Administration","False","True"
"Drawing and Design","Design Drawing I","False","True"
"Occupational Medicine","Occupational Therapy Medical Sciences","False","True"
"Adaptation Studies","Assessment and Adaptation","False","True"
"Agricultural Science","Agriculture Plant Science","False","True"
"English Semantics","General Semantics","False","True"
"climate justice","Communicating Environmental and Climate Justice","False","True"
"Social Entrepreneurship","Introduction to Social Entrepreneurship","False","True"
"Differential Equations Instruction","Elementary Differential Equations","False","True"
"Assessment Strategies","Assessment and Evaluation Strategies","False","True"
"climate justice","Climate Justice, Environment, Health and Professional Activism","False","True"
"Government Systems","Government and Society","False","True"
"american government","American National Government","False","True"
"Assessment Strategies","Educational Assessment and Strategies","False","True"
"Ethics in Technology","Ethics, Technology, and Society","False","True"
"Nutritional Biochemistry","Food Biochemistry","False","True"
"Anthropology Of Innovation","Anthropology of Social Enterprise","False","True"
"Brand Strategy","Product Marketing and Brand Strategy","False","True"
"Human Security","Gender and Human Security","False","True"
"Industrial Design","Introduction to Industrial Design","False","True"
"Geometric Modeling","Introduction to Computer-Aided Geometric Design","False","True"
"architectural design","Architectural Design Ii","False","True"
"Geometric Modeling","3D Modeling II","False","True"
"Political Activism","Activism and Social Change","False","True"
"Retail Marketing","Retailing Management","False","True"
"Biomanufacturing","Essentials of Biotechniques I","False","True"
"Addictions","Family and Addictions","False","True"
"Environmental Design","Ecological Design","False","True"
"Mathematical Education","Mathematics Education II","False","True"
"retail analytics","Marketing Data Analytics","False","True"
"aerospace","Introduction to the Aerospace Industry","False","True"
"Ethics in Technology","Ethics and Social Responsibility in Technology","False","True"
"Food Safety","Food Safety Management and Regulations","False","True"
"Science Pedagogy","Introduction to Science Pedagogy","False","True"
"Food and Beverage Management","Food and Beverage Operations","False","True"
"agricultural economics","Agricultural Production Economics","False","True"
"Adolescent Development","Adolescent Growth and Development","False","True"
"Advertising","Advertising and Society","False","True"
"Neural Networks","Artificial Neural Networks","False","True"
"Anthropology Of Innovation","Innovation and Change","False","True"
"aerospace","Aerospace Fundamentals","False","True"
"Scientific Math","Math and Science Success","False","True"
"Access Control","Security Controls","False","True"
"ESL Teaching Methodologies","Methods for Teaching ESL","False","True"
"Consumer Education","Consumer Economics","False","True"
"Art History and Criticism","Art Criticism and Theory","False","True"
"architectural design","Architectural Design Fundamentals II","False","True"
"Buddhist Meditation","Meditation and Yoga","False","True"
"animated art","Game Art and Animation","False","True"
"Sustainability Policy","Environmental and Sustainability Policy","False","True"
"Art Foundations","Art and Design Foundation","False","True"
"Dendrochronology","Field Botany and Dendrology","False","True"
"Video Editing","Basic Video Editing","False","True"
"Social Policy","Social Policy and Programs","False","True"
"Postcolonial Studies","Introduction to Postcolonial Literature","False","True"
"tutoring","Tutoring in Practice","False","True"
"Optimization","Optimization Modeling","False","True"
"biology laboratory","Biology Research Laboratory","False","True"
"retail analytics","Retailing and Consumer Behavior","False","True"
"American Culture","American Culture I","False","True"
"Gifted Child Education","Foundations of Gifted and Talented Education","False","True"
"Combat","Combat in Film","False","True"
"Process Control","Process Planning and Control","False","True"
"Vascular Surgery","Introduction to Vascular and Endovascular Surgery","False","True"
"Introductory Science","Intro to Science and Technology","False","True"
"Nervous System","Biology of Nervous System Diseases","False","True"
"Applied Linguistics","English Linguistics","False","True"
"Acquatic Science","Natural Science W/Lab","False","True"
"Introductory Science","Introductory Physics","False","True"
"Corporate Compliance","Business Regulation and Compliance","False","True"
"climate justice","Feminist Environmental and Climate Justice","False","True"
"Italian Cuisine","Italian","False","True"
"acupuncture","Complementary and Alternative Therapy","False","True"
"acute care","Advanced Acute Care","False","True"
"animal ethics","Ethics, Animals, and the Environment","False","True"
"Mathematics Curriculum Design","Curriculum and Teaching Design: Math","False","True"
"Neural Networks","Artificial Neural Networks (3)","False","True"
"Jazz Orchestra","World Jazz Orchestra","False","True"
"Buddhist Meditation","Meditation Practice","False","True"
"Applied Linguistics","Linguistics II","False","True"
"Intercollegiate Athletes","Intercollegiate Athletics I","False","True"
"Contemporary Art Theory","Contemporary Art: Theory and Practice","False","True"
"Healthcare Administration","Health Care Administration I","False","True"
"Anthropology Of Innovation","Anthropology and Development","False","True"
"aerospace","Aerospace Studies 2","False","True"
"Postcolonial Studies","Postcolonial Literature and Culture","False","True"
"Adolescent Development","Child/Adolescent Development","False","True"
"Cloud Networking","Network and Cloud Infrastructure","False","True"
"Video Editing","Principles of Video Editing","False","True"
"Anthropology Of Innovation","Leading a Culture of Innovation","False","True"
"executive mba program","MBA MGMNT Info System Intern","False","True"
"Probabilistic Method","Probabilistic Methods in Hydroscience","False","True"
"Epidemiological Research","Epidemiological Research Designs and Methods","False","True"
"Digital Marketing","Digital Marketing Competition","False","True"
"Visual Studies","Visual Studies 1 Foundation: Drawing","False","True"
"animal husbandry","Companion Animals","False","True"
"Sustainability Seminar","Sustainability in Civil and Environmental Engineering Seminar","False","True"
"Body Mind Centering","Mind-Body Therapies and Practices","False","True"
"Business Administration","Introduction to Business Administration","False","True"
"Politics","Playing Politics","False","True"
"Brand Strategy","Brand Strategy and Product MGMNT","False","True"
"Clinical Studies","Clinical Research Project","False","True"
"Credit Risk Analysis","Risk Analysis in Insurance and Finance","False","True"
"Sacred Activism","Activism and Social Movements","False","True"
"Mathematical Communication","Written and Oral Communication in the Mathematical Sciences","False","True"
"building construction","Architecture and Construction","False","True"
"climate studies","Global Climate Studies","False","True"
"Intercollegiate Athletes","Intercollegiate Athletics and the College Student Athlete","False","True"
"Clinical Studies","Clinical: Fundamentals","False","True"
"Monetary Economics","International Monetary Theory","False","True"
"Agricultural Engineering","Fundamentals of Agricultural Technology","False","True"
"Social Policy","Social Policy Issues","False","True"
"Clinical Studies","Clinical Field Study","False","True"
"Corporate Compliance","Business Regulations and Compliance","False","True"
"Activism and Social Change","Social Movement, Culture and Activism","False","True"
"Advertising","Advertising and Communication","False","True"
"Sustainability Seminar","Seminar Env/Sustainable Studies","False","True"
"cosmetology","Cosmetology Lab I","False","True"
"Healthcare Analytics","Fundamentals of Healthcare Analytics","False","True"
"Adult Primary Care","Primary Care for Adults Across the Life Span I","False","True"
"computational algebra","Programming and Computer Algebra","False","True"
"Microsoft 365","Microsoft Office","False","True"
"Talent Management","Talent Management (W)","False","True"
"government administration","Government Agencies","False","True"
"Cybersecurity Administration","Cybersecurity Program Management","False","True"
"cosmetology","Independent Study in Cosmetology","False","True"
"Asian Poetry","East Asian Buddhist Poetry","False","True"
"Industrial Hygiene","General Principles of Industrial Hygiene","False","True"
"Stage Combat","Stage Combat Fundamentals","False","True"
"Environmental Systems","Environmental Systems Design","False","True"
"climate studies","Meteorology, Climate, and Climate Change","False","True"
"Sacred Activism","Contemporary Religious Movements","False","True"
"Matrix Geometry","Matrix Analysis","False","True"
"insurance economics","Insurance and Risk Planning","False","True"
"Environmental Economics","Economics of the Environment","False","True"
"career development","Career Development in Organizations","False","True"
"Industrial Design","Industrial Design IV","False","True"
"biology laboratory","Investigative Biology Laboratory","False","True"
"Mathematical Communication","Mathematical Thinking: Communication and Proof","False","True"
"Music Technology","Computer Music Technology","False","True"
"Language Arts","Language Arts for Today's Learner","False","True"
"Talent Management","Talent Management and People Analytics","False","True"
"balance training","Clinical Application of Balance Assessment","False","True"
"Clinical Data Analysis","Data Analysis Strategies in Clinical Psychology","False","True"
"Environmental Design","Methods for Environmental Design Research","False","True"
"Aeronautical Design","Fundamentals of Aviation Engineering","False","True"
"Digital Marketing","Digital Marketing Techniques","False","True"
"Nervous System","Human Systems Neuroscience","False","True"
"Administrative Law","Administrative Law and Procedures","False","True"
"Wellness Coaching","Coaching for Health and Wellness","False","True"
"Assessment Strategies","Assessment Measures and Techniques","False","True"
"Stage Combat","Movement V: Stage Combat","False","True"
"Addictions","SUBSTANCE USE and ADDICTIONS","False","True"
"Art Foundations","Studio Art Foundations I","False","True"
"cosmetology","Cosmetology Clinical I","False","True"
"Nervous System","Systems Neuroscience","False","True"
"climate studies","Climate and Climate Change","False","True"
"Environmental Economics","Environmental Sustainability Economics","False","True"
"Environmental Design","Environmental Research Design and Analysis","False","True"
"accessory design","Design: Product Design I","False","True"
"Basic French","Freshman Basic French I","False","True"
"academic skills coaching","Peer Academic Coaching","False","True"
"government administration","Public Administration I","False","True"
"Community Outreach","Community Outreach and Engagement I","False","True"
"Retail Marketing","Retail Buying","False","True"
"Adaptation Studies","Cross-Cultural Adaptation","False","True"
"Nervous System","Mammalian Nervous System","False","True"
"career development","Career Management and Development","False","True"
"Biomanufacturing","Biotechnological Processes","False","True"
"Wellness Coaching","Wellness Coaching Techniques","False","True"
"Geometric Modeling","Geometric Analysis","False","True"
"Stage Combat","Stage Combat Styles","False","True"
"Mathematics Curriculum Design","Secondary Curriculum: Mathematics","False","True"
"Video Editing","Video and Film Editing I","False","True"
"executive mba program","Special Topics in Executive MBA","False","True"
"Asian Poetry","Global Asian Literature","False","True"
"African Civilization","Foundations of African Civilizations","False","True"
"Agricultural Science","Intro to Agricultural Sciences","False","True"
"executive mba program","MBA Business Practicum","False","True"
"Music Technology","Computer Technology in Music","False","True"
"Stochastic Process","Probability and Stochastic Processes","False","True"
"Italian Morphology","The Italian Language","False","True"
"Child Education","Kindergarten Education","False","True"
"balance training","Principles of Fitness Training","False","True"
"Adult Primary Care","Primary Care of Adults","False","True"
"animal husbandry","Animal Agriculture","False","True"
"Postcolonial Studies","Introduction to Postcolonial Studies","False","True"
"Art Therapy And Mental Health","An Overview of Art Therapy","False","True"
"Linguistics for Teachers","Linguistics and the English Teacher","False","True"
"art humanities","Introduction to Arts and Humanities","False","True"
"Healthcare Analytics","Healthcare Stats and Analytics","False","True"
"Mathematical Education","Learning and Teaching Mathematics","False","True"
"Italian Cuisine","Italian Cuisine - Learn the Basics","False","True"
"balance training","Principles Fitness Training","False","True"
"Agricultural Science","Foundations of Agriculture and Agricultural Science","False","True"
"Industrial Hygiene","Industrial Hygiene Fundamental (3)","False","True"
"Blues Music Theory","History of the Blues","False","True"
"Asian Poetry","Contemporary Asian Literature","False","True"
"College Composition","Writing I: Foundations of College Composition","False","True"
"executive mba program","Internship for MBA","False","True"
"animated art","Art of Animation I","False","True"
"Combat","The History of Warfare","False","True"
"Drawing and Design","Drawing and Design II","False","True"
"Digital Marketing","Digital Marketing I","False","True"
"Public Health Informatics","Foundation of Public Health Informatics","False","True"
"College Composition","College Composition I","False","True"
"Sustainability Policy","Sustainability Policy and Planning","False","True"
"Language Arts","English Language Arts","False","True"
"climate justice","Climate Sociology: Change, Crisis, and Justice","False","True"
"Human Security","Un and Human Security","False","True"
"Wellness Coaching","Methods of Health and Wellness Coaching","False","True"
"Body Mind Centering","Mind-Body Fitness","False","True"
"cosmetology","Fundamentals of Cosmetology","False","True"
"Automotive Design","Automotive Design Experience I","False","True"
"training and development","Training and Development Theory","False","True"
"architectural design","Architectural Design (3)","False","True"
"ESL Teaching Methodologies","Strategies for Teaching ESL","False","True"
"Cybersecurity Administration","Cybersecurity Systems Administration","False","True"
"Italian Morphology","Introduction to Morphology in Research","False","True"
"insurance economics","Insurer Operations and Policy","False","True"
"computational algebra","World of Math:Algebra","False","True"
"Scientific Math","Math and Physics","False","True"
"Persuasive Writing","Persuasive Media Writing","False","True"
"Basic French","Freshman Basic French II","False","True"
"government administration","Department Administration","False","True"
"Asian Poetry","Poetry of China and Japan (In English)","False","True"
"2D Design","2D Design With the Computer","False","True"
"Assessment Strategies","Assessment Procedures","False","True"
"aerospace","Aerospace Engineering","False","True"
"Child Education","Education Program","False","True"
"female athletics","History of Women in Sport","False","True"
"Mathematical Education","Teaching Math","False","True"
"Cybersecurity Administration","Cybersecurity Operations I","False","True"
"Political Activism","Media and Activism","False","True"
"Drawing and Design","Drawing for Design","False","True"
"Health Education","Fundamentals of Health Education","False","True"
"Mathematics Curriculum Design","Curriculum Development in Mathematic","False","True"
"climate studies","Introduction to Climate","False","True"
"Environmental Design","Environmental Design Research","False","True"
"Body Mind Centering","The Healthy Mind and Body","False","True"
"Assessment Strategies","Assessment Methods","False","True"
"Effective Speaking","Advanced Effective Speaking","False","True"
"Mathematical Education","Teaching of Mathematics","False","True"
"Computational Sociology","Sociology of Communities","False","True"
"food chemistry","Chemistry in Food","False","True"
"Art Foundations","Foundations in Digital Art","False","True"
"Social Policy","Introduction to Social Policy","False","True"
"Art History and Criticism","Contemporary Art History: Practice, Theory, and Criticism","False","True"
"Healthcare Analytics","Analytics in Health Care","False","True"
"Clinical Methods","Special Clinical Methods","False","True"
"Business Law","Business Law I (Business)","False","True"
"Art Foundations","Foundations of Art I","False","True"
"Advertising","Advertising Technique","False","True"
"food chemistry","Food Chemistry (3)?","False","True"
"Digital Systems","Digital Electronic Systems","False","True"
"Industrial Hygiene","Industrial Hygiene I","False","True"
"acute care","Acute Care Practice II","False","True"
"Mathematics Curriculum Design","Mathematics Curriculum and Methods","False","True"
"climate studies","Climate Modeling","False","True"
"Gifted Child Education","Education of the Gifted and Talented","False","True"
"Resource Allocation","Strategic Resource Allocation and Development","False","True"
"Public Policy Research Methods","Advanced Studies in Public Policy Research Methods","False","True"
"Statistical Methods in Education","Research Methodology and Statistics in Educational Studies","False","True"
"Labor Relations","Labor Management Relations","False","True"
"Epidemiological Research","Research, Epidemiology and Statistics","False","True"
"academic skills coaching","Instructional Strategies and Techniques in Coaching","False","True"
"Buddhist Meditation","The Psychology of Meditation","False","True"
"African Civilization","Introduction to African Civilization","False","True"
"building construction","Construction Design Project","False","True"
"Neurophysiology","Applied Human Neurophysiology","False","True"
"Scientific Math","Math for the Sciences","False","True"
"architectural design","Architecture Design 1","False","True"
"College Composition","College Composition III","False","True"
"Neural Networks","Applied Neural Networks","False","True"
"american government","Government of the U.S","False","True"
"Public Policy Research Methods","Applied Public Policy Research Methods","False","True"
"biology laboratory","Laboratory for Biological Sciences I","False","True"
"Sacred Activism","New Religious Movements and Alternative Spiritualities","False","True"
"Neurophysiology","Sensory Neurophysiology","False","True"
"Quality Assurance","Quality Assurance Quality Control","False","True"
"Nutritional Biochemistry","Human Nutrition Biochemistry I","False","True"
"Integration of Technology in Math","Integrating Mathematics and Technology","False","True"
"Applied Linguistics","Applied Linguistics for English for Speakers of Other Languages","False","True"
"Media Club","Media Organization and Management","False","True"
"climate justice","Climate Leadership and Justice","False","True"
"Effective Speaking","Essentials of Interpersonal Communication and Effective Speaking","False","True"
"Metric Space Theory","Metric Spaces W/Applica","False","True"
"Digital Systems","Digital Systems Design","False","True"
"Stage Combat","Designing Combat for the Stage","False","True"
"Consumer Education","Consumer Services","False","True"
"Art History and Criticism","Theories of Art History and Art Criticism","False","True"
"Agricultural Engineering","Introduction to Agricultural Engineering Lab","False","True"
"Food and Beverage Management","Food and Beverage Management (Small Operations)","False","True"
"Aboriginal Studies","Indigenous Culture, Literature, and History","False","True"
"Geometric Modeling","Geometric Design","False","True"
"Buddhist Meditation","Meditation and Mindfulness","False","True"
"Adaptation Studies","Movement and Adaptation","False","True"
"Cloud Networking","Advanced Cloud Networking","False","True"
"Labor Relations","Labor Econ and Labor Relations","False","True"
"Optimization","Optimization Theory","False","True"
"2D Design","Design Thinking - 2D","False","True"
"Consumer Education","Consumer Psychology","False","True"
"College Composition","College Composition Theories and Practices","False","True"
"female athletics","Varsity Soccer - Women","False","True"
"Buddhist Philosophy","The Vision of Buddhism","False","True"
"Music Technology","Music Computer Technology","False","True"
"Nutritional Biochemistry","Biochemical Nutrition","False","True"
"Classical Art History","Classical Art and Archaeology","False","True"
"Art History and Criticism","Topics in Art History and Criticism","False","True"
"Process Control","Process Control I","False","True"
"Persuasive Writing","Persuasive Writing and Logic","False","True"
"Retail Marketing","Retail Marketing Managemen","False","True"
"Consumer Education","The Consumer","False","True"
"Nutritional Biochemistry","Nutritional Aspects of Biochemistry","False","True"
"Information Management","Fundamentals of Information Management","False","True"
"Art History and Criticism","Issues in Art History","False","True"
"Human Security","Human-Centered Security and Privacy","False","True"
"Persuasive Writing","Persuasive Writing: Various Themes","False","True"
"Climate Change Policy","Climate Change: Policy, Adaptation, and Mitigation","False","True"
"Environmental Systems","Environmental Control Systems I","False","True"
"career development","Facilitating Career Development","False","True"
